LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_HSE_IND,LEA_HSEPART_HI_M,LEA_HSEPART_HI_F,LEA_HSEPART_AM_M,LEA_HSEPART_AM_F,LEA_HSEPART_AS_M,LEA_HSEPART_AS_F,LEA_HSEPART_HP_M,LEA_HSEPART_HP_F,LEA_HSEPART_BL_M,LEA_HSEPART_BL_F,LEA_HSEPART_WH_M,LEA_HSEPART_WH_F,LEA_HSEPART_TR_M,LEA_HSEPART_TR_F,TOT_HSEPART_M,TOT_HSEPART_F,LEA_HSEPART_EL_M,LEA_HSEPART_EL_F,LEA_HSEPART_IDEA_M,LEA_HSEPART_IDEA_F
"SD","SOUTH DAKOTA","4674370","Vermillion School District 13-1","1001 East Main Street","Vermillion","57069","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4674520","Viborg-Hurley School District 60-6","203 W Park Ave","Viborg","57070","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4675420","Wagner Community School District 11-4","101 Walnut Ave SW","Wagner","57380","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4675600","Smee School District 15-3","12250 SD Hwy 1806","Wakpala","57658","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4675660","Wall School District 51-5","401 S Blvd W","Wall","57790","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4676020","Warner School District 06-5","110 1st Ave SW","Warner","57479","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4676620","Watertown School District 14-4","200 NE 9th St","Watertown","57201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4676680","Waubay School District 18-3","202 W School Rd","Waubay","57273","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4676740","Waverly School District 14-5","319 Mary Pl","Waverly","57201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4676990","Webster Area 18-5","102 E 9th Ave","Webster","57274","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4677460","Wessington Springs School District 36-2","302 Dakota Ave N","Wessington Springs","57382","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4678300","Deubrook Area School District 05-6","100 School Ave","White","57276","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4678510","White Lake School District 01-3","410 East 4th Street","White Lake","57383","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4678570","White River School District 47-1","501 E 3rd St","White River","57579","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4679350","Willow Lake School District 12-3","400 Garfield Ave","Willow Lake","57278","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4679710","Winner School District 59-2","431 E 7th St","Winner","57580","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680100","Wolsey Wessington School District 02-6","375 Ash St SE","Wolsey","57384","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680120","Black Hills Special Services Cooperative","PO Box 218","Sturgis","57785","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680190","Woonsocket School District 55-4","101 N 2nd Ave","Woonsocket","57385","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680430","Yankton School District 63-3","2410 West City Limits Road","Yankton","57078","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680437","Kadoka Area School District 35-2","800 Bayberry St","Kadoka","57543","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680438","Platte - Geddes School District 11-5","400 Illinois Ave","Platte","57369","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680439","Irene - Wakonda School District 13-3","130 E State St","Irene","57037","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680440","Highmore-Harrold 34-2","415 Iowa Ave S","Highmore","57345","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680441","Mobridge-Pollock 62-6","1107 1st Ave E","Mobridge","57601","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"SD","SOUTH DAKOTA","4680445","Corsica-Stickney 21-3","120 S Napoleon Ave","Corsica","57328","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700001","Hamblen County","210 East Morris BLVD","Morristown","37813","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700030","Alamo","265 East Park ST","Alamo","38001","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700060","Alcoa","524 Faraday ST","Alcoa","37701","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700090","Anderson County","101 South Main ST","Clinton","37716","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700120","Athens","943 Crestway DR","Athens","37303","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700143","West Tennessee School for the Deaf","100 Berryhill Drive","Jackson","38301","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700144","Alvin C York Institute","701 North Main ST","Jamestown","38556","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700145","Tennessee School for Blind","115 Stewarts Ferry PIKE","Nashville","37214","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700146","Tennessee School for the Deaf","2725 Island Home BLVD","Knoxville","37920","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700147","Achievement School District","710 James Robertson PKWY","Nashville","37243","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700148","Shelby County","160 S Hollywood","Memphis","38112","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700149","Collierville","145 W. Poplar AVE","Collierville","38017","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700150","Millington Municipal Schools","5020 Second AVE","Millington","38053","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700151","Germantown","3350 S. Forest Hill Irene Rd.","Germantown","38138","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700152","Arlington","12060 Arlington TRL","Arlington","38002","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700153","Bartlett","5705 Stage RD","Bartlett","38134","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700154","Lakeland","10001 Hwy 70","Lakeland","38002","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700156","Department Of Children's Services Education Division","315 Deaderick ST","Nashville","37243","Yes","Yes",0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0
"TN","TENNESSEE","4700157","Tennessee Public Charter School Commission","500 James Robertson PKWY","Nashville","37243","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700180","Bedford County","500 Madison ST","Shelbyville","37160","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700210","Bells","4547 Hwy 88 South","Bells","38006","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700240","Benton County","197 Briarwood ST","Camden","38320","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700270","Bledsoe County","478 Spring Street","Pikeville","37367","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700300","Blount County","831 Grandview DR","Maryville","37803","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700330","Bradley County","800 South Lee HWY","Cleveland","37311","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700360","Bristol","615 Martin Luther King Jr BLVD","Bristol","37620","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700420","Campbell County","172 Valley ST","Jacksboro","37757","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700450","Cannon County","301 West Main ST","Woodbury","37190","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700480","Carroll County","14155 Paris ST","Huntingdon","38344","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700510","Carter County","305 Academy ST","Elizabethton","37643","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700570","Cheatham County","102 Elizabeth ST","Ashland City","37015","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700600","Chester County","970 East Main ST","Henderson","38340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700630","Claiborne County","1403 Tazewell RD","Tazewell","37879","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700660","Clay County","520 South Brown ST","Celina","38551","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700690","Cleveland","4300 Mouse Creek Nw RD","Cleveland","37312","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700720","Clinton","212 N Hicks ST","Clinton","37716","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700750","Cocke County","305 Hedrick DR","Newport","37821","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700780","Coffee County","1343 McArthur St.","Manchester","37355","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700850","Crockett County","102 North Cavalier DR","Alamo","38001","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700900","Cumberland County","368 4th ST","Crossville","38555","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700930","Dayton","520 Cherry ST","Dayton","37321","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700960","Decatur County","59 West Main Street","Decaturville","38329","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4700990","DeKalb County","110 South Public Square","Smithville","37166","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701020","Dickson County","817 N Charlotte ST","Dickson","37055","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701050","Dyer County","159 Everett AVE","Dyersburg","38024","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701080","Dyersburg","509 Lake RD","Dyersburg","38024","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701110","Elizabethton","804 S Watauga Avenue","Elizabethton","37643","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701140","Etowah","858 8th ST","Etowah","37331","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701170","Fayette County Public Schools","10425 Hwy 76 S HWY","Somerville","38068","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701200","Fayetteville","110 Elk Avenue South","Fayetteville","37334","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701230","Fentress County","1011 Old Hwy 127","Jamestown","38556","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701260","Franklin SSD","507 Highway 96 West","Franklin","37064","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701290","Franklin County","215 South College ST","Winchester","37398","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701390","Bradford","152 E. Main St.","Bradford","38316","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701400","Gibson Co Sp Dist","130 Hwy 45 W Box 60","Dyer","38330","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701410","Giles County","270 Richland DR","Pulaski","38478","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701440","Grainger County","7850 Rutledge PIKE","Rutledge","37861","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701470","Greene County","910 Summer ST","Greeneville","37743","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701500","Greeneville","129 West Depot St","Greeneville","37743","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701530","Grundy County","1376 Main ST","Altamont","37301","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701590","Hamilton County","3074 Hickory Valley RD","Chattanooga","37421","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701620","Hancock County","418 Harrison Street","Sneedville","37869","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701650","Hardeman County Schools","10815 Old Hwy. 64","Bolivar","38008","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701680","Hardin County","155 Guinn ST","Savannah","38372","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701740","Hawkins County","200 N. Depot St.","Rogersville","37857","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701770","Haywood County","900 East Main ST","Brownsville","38012","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701800","Henderson County","35 East Wilson Street","Lexington","38351","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701830","Henry County","217 Grove BLVD","Paris","38242","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701860","Hickman County","115 Murphree AVE","Centerville","37033","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701890","Hollow Rock - Bruceton","29590 Broad ST","Bruceton","38317","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701920","Houston County","6420 Hwy 13 South","Erin","37061","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701950","Humboldt City Schools","2602 Viking DR","Humboldt","38343","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4701980","Humphreys County","2443 Hwy 70 E","Waverly","37185","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702010","Huntingdon Special School District","585 High ST","Huntingdon","38344","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702070","Jackson County","711 School DR","Gainesboro","38562","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702100","Jefferson County","1221 Gay ST","Dandridge","37725","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702130","Johnson City","100 E. Maple","Johnson City","37605","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702160","Johnson County","211 N Church ST","Mountain City","37683","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702190","Kingsport","400 Clinchfield ST","Kingsport","37660","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702220","Knox County","400 W. Summit Hill Dr.","Knoxville","37902","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702280","Lake County","819 McBride","Tiptonville","38080","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702310","Lauderdale County","321 Armory St","Ripley","38063","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702340","Lawrence County","1620 Springer Road","Lawrenceburg","38464","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702370","Lebanon","397 North Castle Heights AVE","Lebanon","37087","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702400","Lenoir City","200 East Broadway","Lenoir City","37771","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702430","Lewis County","206 S Court ST","Hohenwald","38462","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702460","Lexington","99 Monroe Avenue","Lexington","38351","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702490","Lincoln County","909 Main Avenue South","Fayetteville","37334","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702520","Loudon County","100 River RD","Loudon","37774","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702550","Macon County","501 College ST","Lafayette","37083","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702580","Madison County","310 North PKWY","Jackson","38305","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702610","Manchester","215 East Fort ST","Manchester","37355","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702640","Marion County","204 Betsy Pack DR","Jasper","37347","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702670","Marshall County","700 Jones Circle","Lewisburg","37091","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702700","Maryville","833 Lawrence AVE","Maryville","37803","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702760","Maury County","501 West 8th ST","Columbia","38401","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702790","McKenzie","114 W Bell AVE","McKenzie","38201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702820","McMinn County","3 South Hill ST","Athens","37303","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702880","McNairy County","530 Mulberry Ave","Selmer","38375","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702910","Meigs County","345 North Main Street","Decatur","37322","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"TN","TENNESSEE","4702970","Milan","1165 South Main Street","Milan","38358","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
