"Smarter Balanced Assessments, 2024-25"
"All Districts, ELA and Math, All Grades, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Subject","Total Number of Students","Total Number Tested","Smarter Balanced Participation Rate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Average VSS"
,,,"Math",163,154,94.5,154,30,19.5,39,25.3,35,22.7,50,32.5,85,55.2,2585
,,"08","ELA",191,187,97.9,187,20,10.7,39,20.9,82,43.9,46,24.6,128,68.4,2604
,,,"Math",191,186,97.4,186,23,12.4,47,25.3,49,26.3,67,36.0,116,62.4,2612
"East Windsor School District","=""0470011""","03","ELA",70,70,100.0,70,26,37.1,15,21.4,12,17.1,17,24.3,29,41.4,2413
,,,"Math",70,70,100.0,70,25,35.7,17,24.3,15,21.4,13,18.6,28,40.0,2422
,,"04","ELA",71,71,100.0,71,28,39.4,18,25.4,12,16.9,13,18.3,25,35.2,2443
,,,"Math",71,71,100.0,71,18,25.4,22,31.0,17,23.9,14,19.7,31,43.7,2467
,,"05","ELA",80,80,100.0,80,15,18.8,21,26.3,30,37.5,14,17.5,44,55.0,2512
,,,"Math",80,80,100.0,80,17,21.3,27,33.8,17,21.3,19,23.8,36,45.0,2514
,,"06","ELA",68,68,100.0,68,10,14.7,21,30.9,24,35.3,13,19.1,37,54.4,2541
,,,"Math",68,68,100.0,68,25,36.8,13,19.1,14,20.6,16,23.5,30,44.1,2524
,,"07","ELA",77,76,98.7,76,15,19.7,15,19.7,33,43.4,13,17.1,46,60.5,2561
,,,"Math",77,76,98.7,76,28,36.8,20,26.3,14,18.4,14,18.4,28,36.8,2530
,,"08","ELA",80,79,98.8,79,17,21.5,17,21.5,28,35.4,17,21.5,45,57.0,2579
,,,"Math",80,79,98.8,79,24,30.4,15,19.0,15,19.0,25,31.6,40,50.6,2585
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","03","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"04","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"05","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"06","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"08","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","03","ELA",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
,,"04","ELA",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*",2517
,,,"Math",21,21,100.0,21,"*","*","*","*",6,28.6,8,38.1,14,66.7,2518
,,"05","ELA",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
,,"06","ELA",22,22,100.0,22,0,0.0,"*","*",12,54.5,"*","*","*","*",2598
,,,"Math",22,22,100.0,22,6,27.3,8,36.4,"*","*","*","*",8,36.4,2545
,,"07","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
,,"08","ELA",21,21,100.0,21,0,0.0,"*","*","*","*",10,47.6,"*","*",2659
,,,"Math",21,21,100.0,21,"*","*","*","*","*","*",14,66.7,"*","*",2656
"Easton School District","=""0460011""","03","ELA",98,98,100.0,98,13,13.3,13,13.3,28,28.6,44,44.9,72,73.5,2471
,,,"Math",98,98,100.0,98,"*","*","*","*",27,27.6,55,56.1,82,83.7,2503
,,"04","ELA",102,101,99.0,101,13,12.9,12,11.9,28,27.7,48,47.5,76,75.2,2520
,,,"Math",102,101,99.0,101,"*","*","*","*",23,22.8,59,58.4,82,81.2,2549
,,"05","ELA",97,97,100.0,97,15,15.5,18,18.6,25,25.8,39,40.2,64,66.0,2544
,,,"Math",97,97,100.0,97,12,12.4,21,21.6,32,33.0,32,33.0,64,66.0,2544
,,"06","ELA",96,96,100.0,96,"*","*","*","*",37,38.5,34,35.4,71,74.0,2587
,,,"Math",96,96,100.0,96,"*","*","*","*",29,30.2,41,42.7,70,72.9,2597
,,"07","ELA",100,100,100.0,100,6,6.0,9,9.0,39,39.0,46,46.0,85,85.0,2629
,,,"Math",100,100,100.0,100,"*","*","*","*",30,30.0,57,57.0,87,87.0,2645
,,"08","ELA",90,89,98.9,89,"*","*","*","*",37,41.6,31,34.8,68,76.4,2629
,,,"Math",90,89,98.9,89,8,9.0,11,12.4,25,28.1,45,50.6,70,78.7,2656
"EdAdvance","=""2420014""","03","ELA",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"04","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",8,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
,,"05","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"06","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"08","ELA",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","03","ELA",213,213,100.0,213,33,15.5,36,16.9,48,22.5,96,45.1,144,67.6,2465
,,,"Math",213,213,100.0,213,19,8.9,40,18.8,61,28.6,93,43.7,154,72.3,2483
,,"04","ELA",171,169,98.8,169,29,17.2,19,11.2,41,24.3,80,47.3,121,71.6,2521
,,,"Math",171,169,98.8,169,17,10.1,25,14.8,54,32.0,73,43.2,127,75.1,2531
,,"05","ELA",193,193,100.0,193,34,17.6,35,18.1,54,28.0,70,36.3,124,64.2,2537
,,,"Math",193,193,100.0,193,24,12.4,48,24.9,41,21.2,80,41.5,121,62.7,2554
,,"06","ELA",201,200,99.5,200,20,10.0,37,18.5,77,38.5,66,33.0,143,71.5,2574
,,,"Math",201,199,99.0,199,17,8.5,44,22.1,41,20.6,97,48.7,138,69.3,2595
,,"07","ELA",211,209,99.1,209,24,11.5,43,20.6,94,45.0,48,23.0,142,67.9,2587
,,,"Math",211,207,98.1,206,28,13.6,46,22.3,57,27.7,75,36.4,132,64.1,2597
,,"08","ELA",185,180,97.3,180,25,13.9,30,16.7,75,41.7,50,27.8,125,69.4,2606
,,,"Math",185,179,96.8,179,28,15.6,30,16.8,41,22.9,80,44.7,121,67.6,2632
"Elm City College Preparatory School District","=""2890013""","03","ELA",60,58,96.7,58,27,46.6,13,22.4,9,15.5,9,15.5,18,31.0,2376
,,,"Math",60,58,96.7,58,17,29.3,12,20.7,15,25.9,14,24.1,29,50.0,2425
,,"04","ELA",61,61,100.0,61,17,27.9,12,19.7,20,32.8,12,19.7,32,52.5,2459
,,,"Math",61,61,100.0,61,15,24.6,24,39.3,16,26.2,6,9.8,22,36.1,2452
,,"05","ELA",63,63,100.0,63,32,50.8,"*","*",16,25.4,"*","*","*","*",2441
,,,"Math",63,63,100.0,63,29,46.0,22,34.9,"*","*","*","*",12,19.0,2459
,,"06","ELA",64,64,100.0,64,28,43.8,15,23.4,15,23.4,6,9.4,21,32.8,2484
,,,"Math",64,64,100.0,64,38,59.4,"*","*",11,17.2,"*","*","*","*",2465
,,"07","ELA",60,60,100.0,60,20,33.3,21,35.0,"*","*","*","*",19,31.7,2520
,,,"Math",60,57,95.0,57,25,43.9,14,24.6,"*","*","*","*",18,31.6,2495
,,"08","ELA",58,57,98.3,57,15,26.3,19,33.3,16,28.1,7,12.3,23,40.4,2547
,,,"Math",58,57,98.3,57,40,70.2,10,17.5,"*","*","*","*",7,12.3,2463
"Elm City Montessori School District","=""2910013""","03","ELA",35,35,100.0,35,14,40.0,7,20.0,8,22.9,6,17.1,14,40.0,2400
,,,"Math",35,35,100.0,34,13,38.2,11,32.4,"*","*","*","*",10,29.4,2387
,,"04","ELA",27,27,100.0,27,12,44.4,"*","*","*","*","*","*","*","*",2438
,,,"Math",27,27,100.0,27,15,55.6,9,33.3,"*","*","*","*","*","*",2392
,,"05","ELA",21,21,100.0,21,11,52.4,"*","*","*","*","*","*","*","*",2467
,,,"Math",21,21,100.0,21,11,52.4,"*","*","*","*","*","*","*","*",2455
,,"06","ELA",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
,,"08","ELA",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","03","ELA",357,354,99.2,354,117,33.1,99,28.0,93,26.3,45,12.7,138,39.0,2408
,,,"Math",358,355,99.2,355,93,26.2,98,27.6,106,29.9,58,16.3,164,46.2,2426
,,"04","ELA",318,315,99.1,315,98,31.1,54,17.1,87,27.6,76,24.1,163,51.7,2464
,,,"Math",318,316,99.4,316,61,19.3,93,29.4,103,32.6,59,18.7,162,51.3,2477
,,"05","ELA",314,310,98.7,310,86,27.7,62,20.0,103,33.2,59,19.0,162,52.3,2497
,,,"Math",314,309,98.4,309,97,31.4,91,29.4,63,20.4,58,18.8,121,39.2,2497
,,"06","ELA",293,288,98.3,288,82,28.5,70,24.3,94,32.6,42,14.6,136,47.2,2513
,,,"Math",293,285,97.3,285,100,35.1,82,28.8,51,17.9,52,18.2,103,36.1,2506
,,"07","ELA",361,356,98.6,356,114,32.0,89,25.0,113,31.7,40,11.2,153,43.0,2525
,,,"Math",361,348,96.4,348,133,38.2,103,29.6,69,19.8,43,12.4,112,32.2,2512
,,"08","ELA",380,366,96.3,366,127,34.7,84,23.0,121,33.1,34,9.3,155,42.3,2532
,,,"Math",378,358,94.7,358,154,43.0,106,29.6,56,15.6,42,11.7,98,27.4,2514
"Essex School District","=""0500011""","03","ELA",34,34,100.0,34,"*","*","*","*",10,29.4,14,41.2,24,70.6,2462
,,,"Math",34,34,100.0,34,"*","*","*","*",12,35.3,13,38.2,25,73.5,2480
,,"04","ELA",35,34,97.1,34,"*","*","*","*",8,23.5,14,41.2,22,64.7,2499
,,,"Math",35,33,94.3,33,"*","*","*","*",13,39.4,9,27.3,22,66.7,2511
,,"05","ELA",41,41,100.0,41,"*","*","*","*",15,36.6,14,34.1,29,70.7,2550
,,,"Math",41,41,100.0,41,"*","*","*","*",12,29.3,15,36.6,27,65.9,2551
,,"06","ELA",43,41,95.3,41,7,17.1,9,22.0,13,31.7,12,29.3,25,61.0,2551
,,,"Math",43,41,95.3,41,8,19.5,8,19.5,13,31.7,12,29.3,25,61.0,2557
"Fairfield School District","=""0510011""","03","ELA",747,744,99.6,744,77,10.3,144,19.4,197,26.5,326,43.8,523,70.3,2473
,,,"Math",747,743,99.5,743,64,8.6,116,15.6,259,34.9,304,40.9,563,75.8,2482
,,"04","ELA",667,665,99.7,665,59,8.9,104,15.6,172,25.9,330,49.6,502,75.5,2528
,,,"Math",667,665,99.7,665,36,5.4,140,21.1,226,34.0,263,39.5,489,73.5,2527
,,"05","ELA",690,687,99.6,687,70,10.2,94,13.7,203,29.5,320,46.6,523,76.1,2565
,,,"Math",690,687,99.6,687,65,9.5,144,21.0,174,25.3,304,44.3,478,69.6,2563
,,"06","ELA",683,677,99.1,677,69,10.2,121,17.9,255,37.7,232,34.3,487,71.9,2576
,,,"Math",683,675,98.8,675,61,9.0,104,15.4,175,25.9,335,49.6,510,75.6,2599
,,"07","ELA",678,676,99.7,676,77,11.4,126,18.6,283,41.9,190,28.1,473,70.0,2593
,,,"Math",678,675,99.6,675,68,10.1,113,16.7,206,30.5,288,42.7,494,73.2,2610
,,"08","ELA",693,686,99.0,686,60,8.7,135,19.7,314,45.8,177,25.8,491,71.6,2609
,,,"Math",692,681,98.4,681,94,13.8,135,19.8,171,25.1,281,41.3,452,66.4,2623
"Farmington School District","=""0520011""","03","ELA",338,338,100.0,338,36,10.7,52,15.4,87,25.7,163,48.2,250,74.0,2477
,,,"Math",338,337,99.7,337,27,8.0,47,13.9,105,31.2,158,46.9,263,78.0,2497
,,"04","ELA",307,307,100.0,307,36,11.7,38,12.4,77,25.1,156,50.8,233,75.9,2526
,,,"Math",307,306,99.7,306,15,4.9,53,17.3,76,24.8,162,52.9,238,77.8,2547
,,"05","ELA",351,351,100.0,351,41,11.7,43,12.3,105,29.9,162,46.2,267,76.1,2563
,,,"Math",351,351,100.0,351,37,10.5,58,16.5,78,22.2,178,50.7,256,72.9,2573
,,"06","ELA",322,322,100.0,322,28,8.7,50,15.5,120,37.3,124,38.5,244,75.8,2587
,,,"Math",322,321,99.7,321,30,9.3,67,20.9,63,19.6,161,50.2,224,69.8,2595
,,"07","ELA",339,339,100.0,339,35,10.3,44,13.0,114,33.6,146,43.1,260,76.7,2616
,,,"Math",339,335,98.8,335,41,12.2,60,17.9,75,22.4,159,47.5,234,69.9,2614
,,"08","ELA",335,335,100.0,335,32,9.6,53,15.8,124,37.0,126,37.6,250,74.6,2626
,,,"Math",335,334,99.7,334,54,16.2,59,17.7,63,18.9,158,47.3,221,66.2,2633
"Franklin School District","=""0530011""","03","ELA",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
,,"04","ELA",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
,,"05","ELA",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
,,"06","ELA",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
,,"08","ELA",22,22,100.0,22,0,0.0,"*","*",13,59.1,"*","*","*","*",2613
,,,"Math",22,22,100.0,22,"*","*","*","*",8,36.4,7,31.8,15,68.2,2621
"Glastonbury School District","=""0540011""","03","ELA",402,402,100.0,402,50,12.4,76,18.9,104,25.9,172,42.8,276,68.7,2468
,,,"Math",402,402,100.0,402,40,10.0,46,11.4,130,32.3,186,46.3,316,78.6,2487
,,"04","ELA",434,433,99.8,433,44,10.2,80,18.5,103,23.8,206,47.6,309,71.4,2521
,,,"Math",434,432,99.5,432,30,6.9,71,16.4,127,29.4,204,47.2,331,76.6,2537
,,"05","ELA",431,429,99.5,429,63,14.7,60,14.0,125,29.1,181,42.2,306,71.3,2551
,,,"Math",431,429,99.5,429,48,11.2,80,18.6,92,21.4,209,48.7,301,70.2,2568
,,"06","ELA",447,446,99.8,446,36,8.1,72,16.1,164,36.8,174,39.0,338,75.8,2588
,,,"Math",447,446,99.8,446,34,7.6,82,18.4,102,22.9,228,51.1,330,74.0,2601
,,"07","ELA",443,443,100.0,443,40,9.0,60,13.5,164,37.0,179,40.4,343,77.4,2617
,,,"Math",443,443,100.0,443,39,8.8,63,14.2,105,23.7,236,53.3,341,77.0,2631
,,"08","ELA",432,431,99.8,431,55,12.8,67,15.5,179,41.5,130,30.2,309,71.7,2611
,,,"Math",432,430,99.5,430,67,15.6,84,19.5,85,19.8,194,45.1,279,64.9,2626
"Goodwin University Educational Services (GUES)","=""2310018""","03","ELA",69,69,100.0,69,29,42.0,15,21.7,17,24.6,8,11.6,25,36.2,2395
,,,"Math",69,69,100.0,69,27,39.1,22,31.9,14,20.3,6,8.7,20,29.0,2402
,,"04","ELA",63,63,100.0,63,38,60.3,"*","*",14,22.2,"*","*","*","*",2400
,,,"Math",63,63,100.0,63,32,50.8,17,27.0,"*","*","*","*",14,22.2,2411
,,"05","ELA",62,62,100.0,62,42,67.7,"*","*",9,14.5,"*","*","*","*",2400
,,,"Math",62,62,100.0,62,42,67.7,12,19.4,"*","*","*","*",8,12.9,2416
,,"06","ELA",75,75,100.0,75,49,65.3,16,21.3,"*","*","*","*",10,13.3,2435
,,,"Math",75,75,100.0,75,53,70.7,12,16.0,"*","*","*","*",10,13.3,2434
,,"07","ELA",77,77,100.0,77,41,53.2,20,26.0,"*","*","*","*",16,20.8,2464
,,,"Math",77,77,100.0,77,52,67.5,17,22.1,"*","*","*","*","*","*",2444
,,"08","ELA",76,75,98.7,75,30,40.0,29,38.7,"*","*","*","*",16,21.3,2512
,,,"Math",76,75,98.7,75,55,73.3,15,20.0,"*","*","*","*","*","*",2457
"Granby School District","=""0560011""","03","ELA",134,134,100.0,134,22,16.4,22,16.4,35,26.1,55,41.0,90,67.2,2463
,,,"Math",134,134,100.0,134,15,11.2,30,22.4,41,30.6,48,35.8,89,66.4,2471
,,"04","ELA",130,128,98.5,128,26,20.3,27,21.1,37,28.9,38,29.7,75,58.6,2482
,,,"Math",130,128,98.5,128,26,20.3,39,30.5,35,27.3,28,21.9,63,49.2,2481
,,"05","ELA",127,127,100.0,127,14,11.0,24,18.9,40,31.5,49,38.6,89,70.1,2547
,,,"Math",127,127,100.0,127,17,13.4,31,24.4,34,26.8,45,35.4,79,62.2,2546
,,"06","ELA",129,129,100.0,129,15,11.6,23,17.8,46,35.7,45,34.9,91,70.5,2574
,,,"Math",129,129,100.0,129,19,14.7,34,26.4,31,24.0,45,34.9,76,58.9,2568
,,"07","ELA",141,138,97.9,138,21,15.2,21,15.2,62,44.9,34,24.6,96,69.6,2578
,,,"Math",141,138,97.9,138,32,23.2,38,27.5,34,24.6,34,24.6,68,49.3,2562
,,"08","ELA",122,121,99.2,121,10,8.3,20,16.5,60,49.6,31,25.6,91,75.2,2614
,,,"Math",121,120,99.2,120,17,14.2,35,29.2,16,13.3,52,43.3,68,56.7,2615
"Great Oaks Charter School District","=""2940013""","06","ELA",52,51,98.1,51,37,72.5,9,17.6,"*","*","*","*","*","*",2430
,,,"Math",52,50,96.2,50,37,74.0,"*","*","*","*",0,0.0,"*","*",2405
,,"07","ELA",103,102,99.0,102,43,42.2,31,30.4,"*","*","*","*","*","*",2494
,,,"Math",103,99,96.1,99,67,67.7,"*","*","*","*",0,0.0,"*","*",2441
,,"08","ELA",104,99,95.2,99,45,45.5,24,24.2,"*","*","*","*",30,30.3,2510
,,,"Math",104,100,96.2,100,62,62.0,14,14.0,17,17.0,7,7.0,24,24.0,2485
"Greenwich School District","=""0570011""","03","ELA",618,617,99.8,617,53,8.6,71,11.5,133,21.6,360,58.3,493,79.9,2500
,,,"Math",618,617,99.8,617,32,5.2,62,10.0,157,25.4,366,59.3,523,84.8,2516
,,"04","ELA",611,608,99.5,608,52,8.6,73,12.0,134,22.0,349,57.4,483,79.4,2543
,,,"Math",611,608,99.5,608,23,3.8,98,16.1,142,23.4,345,56.7,487,80.1,2553
,,"05","ELA",591,588,99.5,588,45,7.7,41,7.0,142,24.1,360,61.2,502,85.4,2591
,,,"Math",591,587,99.3,587,36,6.1,66,11.2,123,21.0,362,61.7,485,82.6,2595
,,"06","ELA",615,612,99.5,612,41,6.7,93,15.2,210,34.3,268,43.8,478,78.1,2597
,,,"Math",615,609,99.0,609,49,8.0,99,16.3,129,21.2,332,54.5,461,75.7,2609
,,"07","ELA",598,593,99.2,593,56,9.4,79,13.3,218,36.8,240,40.5,458,77.2,2615
,,,"Math",598,592,99.0,592,78,13.2,99,16.7,109,18.4,306,51.7,415,70.1,2623
,,"08","ELA",616,608,98.7,608,53,8.7,87,14.3,245,40.3,223,36.7,468,77.0,2629
,,,"Math",616,604,98.1,604,82,13.6,88,14.6,107,17.7,327,54.1,434,71.9,2649
"Griswold School District","=""0580011""","03","ELA",120,116,96.7,116,37,31.9,34,29.3,27,23.3,18,15.5,45,38.8,2402
,,,"Math",120,116,96.7,116,37,31.9,32,27.6,28,24.1,19,16.4,47,40.5,2422
,,"04","ELA",117,114,97.4,114,41,36.0,24,21.1,27,23.7,22,19.3,49,43.0,2449
,,,"Math",117,114,97.4,114,38,33.3,34,29.8,29,25.4,13,11.4,42,36.8,2456
,,"05","ELA",126,124,98.4,124,41,33.1,28,22.6,30,24.2,25,20.2,55,44.4,2489
,,,"Math",126,124,98.4,124,47,37.9,42,33.9,20,16.1,15,12.1,35,28.2,2478
,,"06","ELA",141,139,98.6,139,37,26.6,38,27.3,37,26.6,27,19.4,64,46.0,2524
,,,"Math",141,139,98.6,139,44,31.7,42,30.2,30,21.6,23,16.5,53,38.1,2518
,,"07","ELA",130,129,99.2,129,43,33.3,21,16.3,50,38.8,15,11.6,65,50.4,2530
,,,"Math",130,129,99.2,129,57,44.2,33,25.6,28,21.7,11,8.5,39,30.2,2500
,,"08","ELA",109,103,94.5,103,15,14.6,20,19.4,48,46.6,20,19.4,68,66.0,2588
,,,"Math",109,103,94.5,103,29,28.2,29,28.2,28,27.2,17,16.5,45,43.7,2561
"Groton School District","=""0590011""","03","ELA",321,319,99.4,319,101,31.7,82,25.7,64,20.1,72,22.6,136,42.6,2414
,,,"Math",321,319,99.4,319,88,27.6,81,25.4,88,27.6,62,19.4,150,47.0,2428
,,"04","ELA",307,305,99.3,305,77,25.2,62,20.3,81,26.6,85,27.9,166,54.4,2473
,,,"Math",307,305,99.3,305,63,20.7,84,27.5,91,29.8,67,22.0,158,51.8,2482
,,"05","ELA",323,322,99.7,322,76,23.6,59,18.3,104,32.3,83,25.8,187,58.1,2510
,,,"Math",323,321,99.4,321,81,25.2,89,27.7,64,19.9,87,27.1,151,47.0,2515
,,"06","ELA",299,297,99.3,297,93,31.3,72,24.2,86,29.0,46,15.5,132,44.4,2511
,,,"Math",299,298,99.7,298,106,35.6,90,30.2,57,19.1,45,15.1,102,34.2,2503
,,"07","ELA",282,280,99.3,280,73,26.1,70,25.0,101,36.1,36,12.9,137,48.9,2536
,,,"Math",282,280,99.3,280,90,32.1,68,24.3,74,26.4,48,17.1,122,43.6,2534
,,"08","ELA",296,287,97.0,287,102,35.5,73,25.4,74,25.8,38,13.2,112,39.0,2532
,,,"Math",296,285,96.3,285,142,49.8,66,23.2,39,13.7,38,13.3,77,27.0,2513
"Guilford School District","=""0600011""","03","ELA",233,232,99.6,232,26,11.2,40,17.2,45,19.4,121,52.2,166,71.6,2481
,,,"Math",233,232,99.6,232,26,11.2,36,15.5,66,28.4,104,44.8,170,73.3,2478
,,"04","ELA",193,192,99.5,191,21,11.0,20,10.5,55,28.8,95,49.7,150,78.5,2526
,,,"Math",193,192,99.5,191,16,8.4,37,19.4,62,32.5,76,39.8,138,72.3,2527
,,"05","ELA",220,220,100.0,220,15,6.8,29,13.2,61,27.7,115,52.3,176,80.0,2576
,,,"Math",220,220,100.0,220,29,13.2,45,20.5,51,23.2,95,43.2,146,66.4,2558
,,"06","ELA",251,250,99.6,249,28,11.2,40,16.1,93,37.3,88,35.3,181,72.7,2580
,,,"Math",251,250,99.6,249,33,13.3,56,22.5,51,20.5,109,43.8,160,64.3,2581
,,"07","ELA",233,232,99.6,232,17,7.3,39,16.8,103,44.4,73,31.5,176,75.9,2601
,,,"Math",233,232,99.6,232,19,8.2,36,15.5,55,23.7,122,52.6,177,76.3,2629
,,"08","ELA",241,240,99.6,240,18,7.5,47,19.6,119,49.6,56,23.3,175,72.9,2612
,,,"Math",241,240,99.6,240,18,7.5,44,18.3,53,22.1,125,52.1,178,74.2,2646
"Hamden School District","=""0620011""","03","ELA",397,395,99.5,395,186,47.1,94,23.8,72,18.2,43,10.9,115,29.1,2381
,,,"Math",396,394,99.5,394,159,40.4,97,24.6,77,19.5,61,15.5,138,35.0,2405
,,"04","ELA",376,375,99.7,375,159,42.4,63,16.8,79,21.1,74,19.7,153,40.8,2441
,,,"Math",376,371,98.7,371,112,30.2,123,33.2,82,22.1,54,14.6,136,36.7,2451
,,"05","ELA",412,410,99.5,410,169,41.2,73,17.8,83,20.2,85,20.7,168,41.0,2477
,,,"Math",411,407,99.0,407,185,45.5,92,22.6,50,12.3,80,19.7,130,31.9,2476
,,"06","ELA",379,376,99.2,376,105,27.9,99,26.3,112,29.8,60,16.0,172,45.7,2518
,,,"Math",379,375,98.9,375,139,37.1,103,27.5,70,18.7,63,16.8,133,35.5,2504
,,"07","ELA",418,406,97.1,406,159,39.2,90,22.2,112,27.6,45,11.1,157,38.7,2511
,,,"Math",418,399,95.5,399,187,46.9,94,23.6,67,16.8,51,12.8,118,29.6,2503
,,"08","ELA",446,440,98.7,440,129,29.3,114,25.9,131,29.8,66,15.0,197,44.8,2549
,,,"Math",445,434,97.5,434,207,47.7,75,17.3,61,14.1,91,21.0,152,35.0,2532
"Hampton School District","=""0630011""","03","ELA",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
,,"04","ELA",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
,,"05","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
,,"06","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","03","ELA",1170,1164,99.5,1164,756,64.9,205,17.6,119,10.2,84,7.2,203,17.4,2345
,,,"Math",1166,1160,99.5,1160,594,51.2,245,21.1,203,17.5,118,10.2,321,27.7,2379
,,"04","ELA",1134,1133,99.9,1133,753,66.5,158,13.9,125,11.0,97,8.6,222,19.6,2384
,,,"Math",1133,1128,99.6,1128,594,52.7,286,25.4,159,14.1,89,7.9,248,22.0,2413
,,"05","ELA",1132,1129,99.7,1129,717,63.5,187,16.6,146,12.9,79,7.0,225,19.9,2413
,,,"Math",1129,1123,99.5,1123,711,63.3,219,19.5,113,10.1,80,7.1,193,17.2,2430
,,"06","ELA",1095,1088,99.4,1088,629,57.8,246,22.6,157,14.4,56,5.1,213,19.6,2445
,,,"Math",1094,1083,99.0,1083,674,62.2,238,22.0,100,9.2,71,6.6,171,15.8,2431
,,"07","ELA",1149,1138,99.0,1138,629,55.3,273,24.0,181,15.9,55,4.8,236,20.7,2462
,,,"Math",1147,1125,98.1,1124,770,68.5,182,16.2,109,9.7,63,5.6,172,15.3,2447
,,"08","ELA",1184,1157,97.7,1157,629,54.4,275,23.8,203,17.5,50,4.3,253,21.9,2479
,,,"Math",1183,1137,96.1,1137,808,71.1,172,15.1,83,7.3,74,6.5,157,13.8,2449
