Indicator Category,Indicator Name,School / District,School / District Level,School / District Type,Region,Entity ID,Entity Name,Category,2024,2023,2022
Achievement,Proficiency - ELA (%),District,District,District,Southeast,353,Middleton,Achievement,33.00%,42.00%,29.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,359,Milton,Achievement,33.00%,32.00%,25.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,381,New Castle,Achievement,*N,>90.00%,>90.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,387,Newfields,Achievement,72.00%,65.00%,65.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,391,Newington,Achievement,61.00%,80.00%,70.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,399,Newmarket,Achievement,59.00%,60.00%,58.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,405,North Hampton,Achievement,73.00%,70.00%,70.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,411,Northwood,Achievement,59.00%,58.00%,57.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,413,Nottingham,Achievement,63.00%,66.00%,59.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,423,Oyster River Coop,Achievement,74.00%,76.00%,71.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,449,Portsmouth,Achievement,76.00%,76.00%,76.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,461,Rochester,Achievement,37.00%,34.00%,30.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,463,Rollinsford,Achievement,60.00%,38.00%,48.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,471,Rye,Achievement,77.00%,76.00%,76.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,476,Sanborn Regional,Achievement,48.00%,48.00%,43.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,485,Seabrook,Achievement,42.00%,34.00%,34.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,491,Somersworth,Achievement,37.00%,41.00%,38.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,495,South Hampton,Achievement,82.00%,78.00%,66.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,507,Strafford,Achievement,51.00%,57.00%,45.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,511,Stratham,Achievement,67.00%,68.00%,67.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,543,Wakefield,Achievement,24.00%,23.00%,27.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,581,Winnacunnet Cooperative,Achievement,65.00%,63.00%,65.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,705,Seacoast Charter School,Achievement,60.00%,56.00%,56.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,709,Great Bay Charter School,Achievement,35.00%,36.00%,41.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,727,Virtual Learning Academy Charter School,Achievement,76.00%,79.00%,86.00%
Achievement,Proficiency - ELA (%),District,District,District,Southeast,998,Coe-Brown Northwood Academy,Achievement,74.00%,78.00%,81.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,71,Brookline,Achievement,62.00%,59.00%,72.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,95,Chesterfield,Achievement,55.00%,53.00%,51.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,101,Claremont,Achievement,36.00%,36.00%,32.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,112,Contoocook Valley,Achievement,56.00%,51.00%,48.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,115,Cornish,Achievement,57.00%,47.00%,46.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,117,Croydon,Achievement,*N,64.00%,54.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,142,Dresden,Achievement,90.00%,84.00%,82.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,174,Fall Mountain Regional,Achievement,53.00%,51.00%,50.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,211,Grantham,Achievement,81.00%,82.00%,76.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,233,Hanover,Achievement,86.00%,85.00%,84.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,235,Harrisville,Achievement,48.00%,52.00%,70.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,245,Henniker,Achievement,38.00%,54.00%,50.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,251,Hillsboro-Deering Cooperative,Achievement,42.00%,39.00%,35.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,255,Hinsdale,Achievement,33.00%,38.00%,28.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,259,Hollis,Achievement,74.00%,72.00%,73.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,260,Hollis-Brookline Cooperative,Achievement,77.00%,78.00%,79.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,263,Hopkinton,Achievement,70.00%,74.00%,68.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,274,Jaffrey-Rindge Cooperative,Achievement,47.00%,49.00%,49.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,275,John Stark Regional,Achievement,62.00%,59.00%,57.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,276,Kearsarge Regional,Achievement,60.00%,59.00%,56.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,279,Keene,Achievement,51.00%,46.00%,46.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,295,Lebanon,Achievement,58.00%,62.00%,61.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,299,Lempster,Achievement,46.00%,49.00%,42.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,327,Lyme,Achievement,79.00%,79.00%,75.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,339,Marlborough,Achievement,47.00%,45.00%,30.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,341,Marlow,Achievement,39.00%,64.00%,48.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,342,Mascenic Regional,Achievement,48.00%,48.00%,47.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,345,Mason,Achievement,>90.00%,86.00%,>90.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,357,Milford,Achievement,51.00%,47.00%,48.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,363,Monadnock Regional,Achievement,40.00%,39.00%,38.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,375,Nelson,Achievement,56.00%,50.00%,50.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,401,Newport,Achievement,26.00%,24.00%,24.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,441,Plainfield,Achievement,67.00%,66.00%,59.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,457,Rivendell,Achievement,NA,*N,*N
Achievement,Proficiency - ELA (%),District,District,District,Southwest,503,Stoddard,Achievement,56.00%,44.00%,47.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,513,Sullivan,Achievement,NA,*N,NA
Achievement,Proficiency - ELA (%),District,District,District,Southwest,515,Sunapee,Achievement,63.00%,71.00%,65.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,519,Surry,Achievement,,,NA
Achievement,Proficiency - ELA (%),District,District,District,Southwest,539,Unity,Achievement,32.00%,44.00%,49.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,551,Washington,Achievement,44.00%,35.00%,35.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,555,Weare,Achievement,32.00%,38.00%,40.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,563,Westmoreland,Achievement,56.00%,63.00%,63.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,572,Wilton-Lyndeborough Cooperative,Achievement,52.00%,56.00%,55.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,573,Winchester,Achievement,25.00%,20.00%,21.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,717,Surry Village Charter School,Achievement,59.00%,53.00%,56.00%
Achievement,Proficiency - ELA (%),District,District,District,Southwest,719,Ledyard Charter School,Achievement,*N,*N,*N
Achievement,Proficiency - ELA (%),District,District,District,Southwest,722,Lionheart Classical Academy Chartered Public School,Achievement,56.00%,52.00%,
Achievement,Proficiency - ELA (%),District,District,District,Southwest,724,River View Chartered Public School,Achievement,*N,,
Achievement,Proficiency - ELA (%),District,District,District,Southwest,750,Gathering Waters Charter School,Achievement,46.00%,52.00%,57.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,15,Alton,Achievement,29.00%,25.00%,27.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,19,Andover,Achievement,32.00%,34.00%,30.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,23,Ashland,Achievement,41.00%,33.00%,39.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,31,Barnstead,Achievement,26.00%,27.00%,21.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,57,Bow,Achievement,55.00%,57.00%,50.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,75,Campton,Achievement,51.00%,53.00%,49.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,111,Concord,Achievement,36.00%,32.00%,30.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,149,Dunbarton,Achievement,47.00%,51.00%,51.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,185,Franklin,Achievement,14.00%,13.00%,14.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,187,Freedom,Achievement,40.00%,42.00%,67.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,191,Gilford,Achievement,45.00%,49.00%,50.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,195,Gilmanton,Achievement,54.00%,53.00%,58.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,208,Governor Wentworth Regional,Achievement,44.00%,43.00%,46.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,247,Hill,Achievement,50.00%,56.00%,48.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,257,Holderness,Achievement,56.00%,59.00%,62.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,269,Inter-Lakes Cooperative,Achievement,45.00%,44.00%,41.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,285,Laconia,Achievement,30.00%,29.00%,25.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,333,Madison,Achievement,26.00%,29.00%,30.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,343,Mascoma Valley Regional,Achievement,40.00%,40.00%,35.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,352,Merrimack Valley,Achievement,36.00%,36.00%,40.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,369,Moultonborough,Achievement,47.00%,47.00%,37.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,388,Newfound Area,Achievement,48.00%,44.00%,44.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,428,Pemi-Baker Regional,Achievement,36.00%,42.00%,44.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,439,Pittsfield,Achievement,20.00%,27.00%,33.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,447,Plymouth,Achievement,53.00%,54.00%,57.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,467,Rumney,Achievement,39.00%,43.00%,44.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,486,Shaker Regional,Achievement,40.00%,35.00%,39.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,525,Tamworth,Achievement,23.00%,26.00%,24.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,531,Thornton,Achievement,61.00%,65.00%,61.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,553,Waterville Valley,Achievement,69.00%,64.00%,62.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,559,Wentworth,Achievement,35.00%,36.00%,43.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,582,Winnisquam Regional,Achievement,39.00%,36.00%,35.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,704,Mountain Village Charter School,Achievement,27.00%,32.00%,34.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,723,CSI Charter School,Achievement,NA,*N,*N
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,725,Academy for Science and Design Charter School,Achievement,79.00%,79.00%,81.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,726,Benjamin Franklin Academy Chartered Public School,Achievement,21.00%,,
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,743,Compass Classical Academy Charter School,Achievement,<10.00%,<10.00%,<10.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,744,MicroSociety Academy Charter School Foundation,Achievement,45.00%,51.00%,49.00%
Achievement,Proficiency - Math (%),District,District,District,Lakes Region,970,Prospect Mountain JMA,Achievement,23.00%,27.00%,28.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,35,Bartlett,Achievement,29.00%,29.00%,32.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,39,Bath,Achievement,52.00%,46.00%,56.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,47,Benton,Achievement,,,NA
Achievement,Proficiency - Math (%),District,District,District,North Country,51,Berlin,Achievement,26.00%,29.00%,34.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,53,Bethlehem,Achievement,65.00%,59.00%,57.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,91,Chatham,Achievement,NA,NA,NA
Achievement,Proficiency - Math (%),District,District,District,North Country,103,Clarksville,Achievement,NA,NA,
Achievement,Proficiency - Math (%),District,District,District,North Country,105,Colebrook,Achievement,20.00%,18.00%,20.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,113,Conway,Achievement,32.00%,35.00%,30.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,159,Eaton,Achievement,,,NA
Achievement,Proficiency - Math (%),District,District,District,North Country,171,Errol,Achievement,*N,*N,*N
Achievement,Proficiency - Math (%),District,District,District,North Country,203,Gorham Randolph Shelburne Cooperative,Achievement,48.00%,45.00%,41.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,222,Hale's Location (Carroll County),Achievement,NA,NA,
Achievement,Proficiency - Math (%),District,District,District,North Country,238,Haverhill Cooperative,Achievement,22.00%,25.00%,31.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,271,Jackson,Achievement,50.00%,43.00%,44.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,288,Lafayette Regional,Achievement,88.00%,87.00%,85.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,291,Landaff,Achievement,*N,*N,*N
Achievement,Proficiency - Math (%),District,District,District,North Country,305,Lincoln-Woodstock Cooperative,Achievement,45.00%,53.00%,46.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,306,Lisbon Regional,Achievement,25.00%,40.00%,38.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,317,Littleton,Achievement,40.00%,42.00%,44.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,355,Milan,Achievement,40.00%,49.00%,63.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,365,Monroe,Achievement,41.00%,45.00%,58.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,407,Northumberland,Achievement,28.00%,25.00%,23.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,435,Piermont,Achievement,62.00%,66.00%,58.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,437,Pittsburg,Achievement,33.00%,40.00%,26.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,450,Profile,Achievement,60.00%,57.00%,53.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,499,Stark,Achievement,14.00%,16.00%,50.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,501,Stewartstown,Achievement,30.00%,27.00%,32.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,509,Stratford,Achievement,<10.00%,<10.00%,<10.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,549,Warren,Achievement,55.00%,64.00%,64.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,568,White Mountains Regional,Achievement,25.00%,24.00%,25.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,703,North Country Charter Academy,Achievement,*N,*N,*N
Achievement,Proficiency - Math (%),District,District,District,North Country,716,Northeast Woodland Chartered Public School,Achievement,11.00%,15.00%,22.00%
Achievement,Proficiency - Math (%),District,District,District,North Country,718,Heartwood Public Charter School,Achievement,<10.00%,18.00%,
Achievement,Proficiency - Math (%),District,District,District,North Country,737,Robert Frost Charter School,Achievement,50.00%,*N,54.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,9,Allenstown,Achievement,34.00%,35.00%,30.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,17,Amherst,Achievement,62.00%,58.00%,56.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,29,Auburn,Achievement,62.00%,59.00%,60.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,41,Bedford,Achievement,69.00%,74.00%,73.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,79,Candia,Achievement,52.00%,55.00%,54.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,99,Chichester,Achievement,50.00%,44.00%,53.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,127,Deerfield,Achievement,53.00%,49.00%,52.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,131,Derry Cooperative,Achievement,35.00%,36.00%,38.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,167,Epsom,Achievement,30.00%,31.00%,46.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,199,Goffstown,Achievement,43.00%,48.00%,48.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,223,Hampstead,Achievement,54.00%,53.00%,50.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,261,Hooksett,Achievement,66.00%,65.00%,61.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,267,Hudson,Achievement,39.00%,39.00%,40.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,315,Litchfield,Achievement,39.00%,38.00%,37.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,319,Londonderry,Achievement,46.00%,44.00%,45.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,335,Manchester,Achievement,19.00%,19.00%,16.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,351,Merrimack,Achievement,43.00%,42.00%,39.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,367,Mont Vernon,Achievement,78.00%,74.00%,73.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,371,Nashua,Achievement,34.00%,34.00%,32.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,377,New Boston,Achievement,58.00%,68.00%,63.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,425,Pelham,Achievement,37.00%,40.00%,37.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,427,Pembroke,Achievement,33.00%,36.00%,33.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,453,Raymond,Achievement,40.00%,41.00%,38.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,473,Salem,Achievement,45.00%,47.00%,47.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,493,Souhegan Cooperative,Achievement,42.00%,56.00%,42.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,534,Timberlane Regional,Achievement,41.00%,44.00%,38.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,575,Windham,Achievement,67.00%,70.00%,68.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,702,Arts Academy of New Hampshire Chartered Public High School,Achievement,33.00%,37.00%,20.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,708,Kreiva Academy Public Charter School,Achievement,<10.00%,<10.00%,14.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,712,Windham Academy Public Charter School,Achievement,64.00%,54.00%,55.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,714,Spark Academy of Advanced Technologies,Achievement,30.00%,27.00%,75.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,721,Strong Foundations Charter School,Achievement,34.00%,30.00%,37.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,729,Mill Falls Charter School,Achievement,34.00%,44.00%,37.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,731,The Birches Academy of Academics & Art A Public Charter Sch,Achievement,60.00%,63.00%,58.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,733,Making Community Connections Charter School,Achievement,*N,*N,*N
Achievement,Proficiency - Math (%),District,District,District,South Central,735,Polaris Charter School,Achievement,33.00%,43.00%,38.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,740,Next Charter School,Achievement,<10.00%,21.00%,<10.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,741,The Founders Academy Charter School,Achievement,17.00%,26.00%,31.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,742,Gate City Charter School For the Arts,Achievement,21.00%,23.00%,26.00%
Achievement,Proficiency - Math (%),District,District,District,South Central,999,Pinkerton Academy,Achievement,25.00%,35.00%,36.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,33,Barrington,Achievement,46.00%,50.00%,46.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,63,Brentwood,Achievement,70.00%,65.00%,69.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,93,Chester,Achievement,39.00%,40.00%,39.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,141,Dover,Achievement,39.00%,41.00%,37.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,153,East Kingston,Achievement,68.00%,45.00%,54.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,165,Epping,Achievement,35.00%,37.00%,34.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,172,Exeter Region Cooperative,Achievement,52.00%,52.00%,47.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,173,Exeter,Achievement,69.00%,63.00%,59.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,175,Farmington,Achievement,39.00%,38.00%,23.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,189,Fremont,Achievement,45.00%,40.00%,36.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,215,Greenland,Achievement,61.00%,61.00%,52.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,225,Hampton,Achievement,59.00%,59.00%,57.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,227,Hampton Falls,Achievement,70.00%,67.00%,65.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,281,Kensington,Achievement,54.00%,58.00%,54.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,353,Middleton,Achievement,39.00%,41.00%,24.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,359,Milton,Achievement,14.00%,19.00%,17.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,381,New Castle,Achievement,*N,>90.00%,>90.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,387,Newfields,Achievement,64.00%,54.00%,40.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,391,Newington,Achievement,69.00%,68.00%,73.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,399,Newmarket,Achievement,46.00%,45.00%,43.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,405,North Hampton,Achievement,70.00%,72.00%,64.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,411,Northwood,Achievement,53.00%,51.00%,50.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,413,Nottingham,Achievement,66.00%,73.00%,65.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,423,Oyster River Coop,Achievement,66.00%,68.00%,66.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,449,Portsmouth,Achievement,66.00%,64.00%,64.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,461,Rochester,Achievement,24.00%,26.00%,24.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,463,Rollinsford,Achievement,45.00%,34.00%,40.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,471,Rye,Achievement,74.00%,71.00%,72.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,476,Sanborn Regional,Achievement,40.00%,36.00%,35.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,485,Seabrook,Achievement,32.00%,23.00%,23.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,491,Somersworth,Achievement,20.00%,25.00%,27.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,495,South Hampton,Achievement,78.00%,76.00%,72.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,507,Strafford,Achievement,43.00%,32.00%,29.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,511,Stratham,Achievement,55.00%,64.00%,50.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,543,Wakefield,Achievement,17.00%,17.00%,23.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,581,Winnacunnet Cooperative,Achievement,35.00%,41.00%,42.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,705,Seacoast Charter School,Achievement,35.00%,35.00%,36.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,709,Great Bay Charter School,Achievement,<10.00%,<10.00%,14.00%
Achievement,Proficiency - Math (%),District,District,District,Southeast,727,Virtual Learning Academy Charter School,Achievement,41.00%,54.00%,48.00%
